handle,contest_count,max_rating,friends_count,problem_count,rating
abhi_1595,39,1710,54,279,1652
ChandraBhan,22,1645,18,121,1645
pranshul,53,1809,71,126,1640
VishalTheBEAST,32,1821,53,229,1634
FLYSKY,31,1703,83,160,1627
acIN1go,52,1691,21,415,1627
kushagraj,11,1622,7,23,1622
paroothisumit95,91,1887,72,519,1614
grenadier_amit,20,1609,13,65,1609
samyak3098,38,1631,16,194,1609
aditya18,47,1721,64,202,1608
anshaldwivedi,41,1683,69,311,1606
jitendra_theta,33,1669,9,117,1591
grv8023,2,1716,1,11,1589
niks_4143,30,1681,4,61,1588
rajatgoyal,12,1580,13,91,1580
ISHANI,5,1626,8,11,1575
satanmania,10,1571,10,18,1571
shivendra_it,14,1656,5,22,1570
vicky_coder,49,1563,7,181,1563
saar2119,51,1801,88,260,1554
kill_switch,38,1631,58,159,1553
error_king,8,1554,4,16,1548
himanshupatel0025,11,1605,8,35,1547
hungryfool,45,1590,31,189,1541
ayusha,71,1875,40,284,1538
vacuous,72,1931,107,177,1531
me_harsh8,23,1658,11,43,1528
jatin_jt_narula,65,1644,49,252,1523
mayankrana00,8,1578,7,39,1523
akboy,22,1535,10,117,1514
singh1495,75,1561,21,558,1507
Bumbler,27,1627,20,65,1505
aasom143,37,1591,11,98,1505
return_1,26,1607,24,130,1504
tress,33,1572,7,64,1498
nikhil578,14,1598,4,47,1497
akash2504,28,1562,15,77,1493
grenade_4,78,1858,59,292,1492
amanmittal,44,1686,51,103,1485
om_shubham,43,1518,15,135,1485
yashv,34,1666,27,65,1485
mannu_the_coder,33,1500,18,86,1483
radar2301,12,1479,13,67,1479
ram_24,46,1555,22,154,1477
acceptedcode,8,1488,3,56,1475
satinja,16,1670,0,36,1472
avis408,36,1663,4,70,1470
mk_codeit,63,1546,67,430,1468
julius9499,21,1551,2,65,1465
amulyagaur_111,12,1565,22,93,1463
ayushrocker92,59,1672,33,200,1462
capta1n,35,1566,34,276,1461
alphaguy4,30,1508,19,81,1456
jk95,12,1598,2,24,1454
aasheesh_verma,1,1451,3,1,1451
unique_sgr,22,1656,1,41,1450
satyam_shekhar,38,1620,18,111,1447
Flawless,23,1679,13,94,1446
kunal_rocks,38,1668,27,160,1444
shark_s,50,1584,32,272,1440
gvshukla321,13,1439,8,122,1439
ausaf,15,1488,12,64,1432
s1g13,21,1568,17,69,1432
lucifer_rj,20,1431,18,72,1431
avisheksanvas,18,1473,21,193,1429
manu_nigotiya,19,1445,26,51,1424
sujaykr,33,1600,14,132,1424
gargmehul10,12,1422,7,80,1422
creane,27,1421,6,238,1421
amogh_mishra,4,1440,3,16,1419
RTJ,5,1486,11,58,1415
Vivek_Rathi_53,10,1413,8,32,1413
dolphin1999,24,1534,43,258,1413
neeraj08,4,1594,3,6,1413
hippie,53,1713,65,311,1409
AbheyRana,1,1407,7,1,1407
ichha,4,1494,4,8,1407
xtur,19,1407,13,66,1404
NaadanParinda,6,1499,24,20,1390
aky91,2,1431,1,8,1390
jai_334,28,1468,2,46,1389
think2code1,1,1376,0,6,1376
mohit_pandey,19,1552,8,86,1373
rusty4122,3,1466,0,2,1367
Aman21,36,1456,3,124,1361
utkarshsri291,38,1609,0,105,1359
praneethkumargv,16,1442,6,97,1358
goodknight,2,1454,3,3,1355
descifrado,6,1404,6,24,1352
apple_boy,9,1450,4,29,1351
raunakrocks2k15,26,1453,5,34,1350
cdeor,8,1446,1,50,1348
vanjain,24,1520,7,41,1348
robertnegi,13,1455,9,65,1345
Shivi_12,13,1451,2,38,1344
depp1993,5,1418,4,13,1344
kavishrox,31,1617,26,47,1344
adityak1511,3,1475,7,22,1341
sjpalladium85,2,1436,0,6,1340
aashish94,2,1424,4,5,1334
mindra673,2,1422,2,5,1334
vibhav_,22,1481,2,65,1334
rastogi007,21,1436,5,161,1332
luciferr786,8,1442,3,37,1331
vatsal214,5,1490,1,15,1330
codebreaker33,10,1521,5,39,1327
Sachin_kumar,7,1373,1,34,1324
shekhar.mnnit10,2,1410,4,3,1322
mukeshjl,13,1495,6,26,1319
prateek4010,12,1599,2,57,1317
nottocode,8,1407,5,117,1315
arpit_rathi,42,1484,12,90,1310
rao_shubham,10,1495,6,37,1304
varun786,2,1402,3,5,1301
kartikg0811,3,1458,3,5,1294
shreder,24,1402,0,198,1287
Killercrock,3,1437,0,18,1281
invince,15,1439,9,76,1279
manas0008,13,1506,8,64,1278
optrules,6,1408,5,113,1274
Cena,6,1403,3,13,1273
MayankPratap,34,1460,45,234,1268
gaurav-itachi,9,1465,5,14,1268
siddharth.mnnit11,3,1409,2,3,1268
a_critical,4,1426,2,18,1266
abhadage,12,1438,5,111,1264
kreedo,14,1495,1,24,1253
LOC7,5,1376,0,30,1251
bansal,6,1421,1,9,1250
sandeepunnao,14,1473,4,23,1247
arjun_mishra,3,1408,1,9,1245
sachin793,9,1491,7,36,1234
rdutt,11,1438,3,138,1230
abhi23coder,12,1403,8,21,1219
utpal,113,1519,36,340,1208
foxtronALD,16,1437,3,35,1202
khitkwizard,3,1404,1,9,1200
warushes,4,1413,1,4,1200
abinator_1308,15,1512,6,78,1182
alpha007,9,1405,1,27,1176
nishank68,6,1436,0,36,1172
pfrcks,5,1409,0,4,1170
vvs94,4,1409,0,139,1170
ramini1996,16,1422,0,122,1168
anshul_1996,11,1381,4,120,1166
pc9_80,7,1410,2,8,1164
Shinora007,15,1402,2,29,1159
Jargon4072,3,1378,0,45,1158
m4h4dev,14,1405,5,67,1147
shavi24,5,1422,1,30,1147
urdarinda,9,1405,14,176,1140
suved,4,1410,6,11,1137
utgup,6,1410,1,22,1136
abcdexter9,12,1384,6,14,1115
npcoder2k14,42,1427,16,85,1115
Haxor786,5,1377,1,16,1108
dkthedon,22,1475,2,29,1107
mahi001,29,1430,1,52,1107
thundercodes,4,1430,0,8,1100
Deepu,7,1409,1,33,1099
ravi_rock,9,1493,1,41,1099
scintillan,8,1406,1,34,1093
Arbitrary,10,1402,1,16,1088
sherlock_221b,11,1453,4,43,1082
optimus__prime,9,1560,3,6,1070
dragonn,47,1472,16,123,1063
siddharth_18,6,1414,0,55,1061
tripathi.shivam27071994,7,1531,0,15,1057
harrypotter192,41,2318,573,341,2131
gohan123,44,2087,65,220,2066
tusg25,43,2046,61,292,2046
himanshu_0896,24,2105,72,194,2044
saikrishna17394,51,2153,136,170,2027
shanu.thakoor,23,1996,54,150,1996
narcissist,17,2013,39,151,1966
aiwprton,43,1956,46,240,1956
ujjwal9895,55,1954,70,871,1954
rathi_22,27,1950,64,219,1950
butcherofblaviken,6,1941,9,65,1941
nanicode,68,2048,66,517,1935
venkat82,46,1967,121,359,1924
lapedhsrah,16,1916,25,225,1916
superman_k,12,2033,49,103,1911
Pratyush1019,12,1905,41,85,1905
kobe24,36,1951,35,216,1886
aman0456,19,1908,87,211,1874
SpeedCuber,35,1933,68,160,1871
ram_mahidhar,41,1866,24,125,1866
lrahul7,39,1857,35,228,1857
ishan00,25,1880,33,228,1841
hackmohit,3,1840,11,12,1840
govind_lahoti,20,1887,102,101,1818
mskd96,17,1798,33,129,1792
akill3r,44,1814,28,165,1790
euler_1998,76,2007,88,680,1789
sanket1729,11,1846,28,96,1775
vmsbdpd,11,1760,20,99,1760
Vijaykrishna,19,1742,26,237,1742
krsrk,12,1745,16,38,1742
MysticAndSevere,14,1737,7,35,1737
vikasgarg,9,1872,14,50,1717
stp,14,1798,19,76,1700
prithviraj7,19,1699,15,49,1699
nitishch,22,1793,37,185,1695
c0d3_dragon,17,1750,23,66,1685
rahulb,30,1689,28,251,1685
parthlathiya,15,1681,19,121,1681
TheOneYouWant,28,1802,63,161,1665
risingsameep,8,1708,7,25,1662
shouryap,4,1661,15,108,1661
venkatesh9,7,1690,21,48,1649
anonymousbuggy,20,1749,25,351,1647
shriram98765,18,1831,18,57,1644
rishshah,13,1677,9,78,1642
shivamh71,9,1725,3,426,1634
bijoy,16,1630,25,179,1630
rajatchaturvedi96,21,1675,6,67,1629
Mintoo,21,1877,4,118,1625
jagadeesh,8,1599,25,398,1599
kushalbabel97,18,1599,19,73,1595
pratyaksh,30,1860,34,124,1594
sreemeghana8,9,1692,11,22,1588
stderror,5,1649,21,39,1586
ManojMahadik,46,1646,5,115,1585
saurabh3240,53,1658,18,192,1579
Trafalgar,8,1703,10,39,1578
ntnchandrol,9,1622,7,22,1576
sumanswar12,16,1684,12,53,1574
theQmech,21,1650,13,80,1573
naman_ntc,5,1594,12,152,1567
krranjan,3,1555,3,19,1555
code1freak9,35,1749,12,204,1552
Mohan_abhyas,10,1544,7,48,1544
whichrakesh,4,1553,5,10,1534
filmwalams,12,1727,16,120,1526
tony_stark,4,1635,4,15,1516
pateldeependra06,14,1591,11,55,1515
_underscore_,13,1687,16,100,1508
saichetan_7,6,1518,10,96,1508
shreyas-7,2,1508,1,35,1508
tpk,18,1648,13,56,1506
raghutejaparisa,1,1498,2,5,1498
RohithReddy,5,1570,6,43,1492
anmol23,22,1538,7,170,1479
amangoeliitb,11,1693,38,55,1478
nash_john,3,1489,4,6,1469
sampathsagar10,5,1519,2,21,1468
OakWater,1,1450,0,3,1450
Darth_vader_dark,10,1522,0,24,1446
vinaychandra,5,1516,13,12,1444
satyabrata1729,22,1562,8,93,1437
capeta,10,1515,5,55,1423
tdk93,25,1711,6,140,1423
mset,6,1454,7,186,1416
mayanksinghal,11,1527,1,32,1413
SurajG,2,1425,4,10,1405
ghemnis,52,1785,35,419,1404
gauti_007,11,1461,2,20,1400
sreenivas,18,1513,6,61,1394
utkarshk,1,1394,2,8,1394
kdarvadia,4,1499,3,21,1390
sam1064max,10,1440,1,12,1374
muralisc,3,1435,1,142,1372
kou007,2,1412,0,16,1357
K.And.,8,1421,1,10,1355
Owl-A,9,1425,8,61,1336
ccoder1076,8,1425,1,84,1336
ignatiuspereira,14,1416,3,54,1330
tezansahu,3,1456,2,12,1330
ddas,2,1401,0,5,1328
noogle05,3,1395,1,15,1319
codeblood_1333,28,1375,6,69,1310
Karan849,3,1429,0,6,1309
vnvipinsingh,2,1400,0,3,1308
kartiks025,5,1467,8,83,1299
ranveeraggarwal,5,1427,5,8,1299
parijit10,3,1477,0,5,1281
theNaavik,2,1368,0,3,1276
sumansourabh26,10,1443,6,41,1268
Huzzzz,6,1443,3,12,1263
Shisui_IITB,12,1423,6,139,1236
sjp4322,4,1366,0,27,1229
bavish2201,15,1403,2,37,1210
mkgupta,12,1400,3,43,1178
laksh007,10,1425,2,72,1134
coderforlife,8,1449,4,23,1011
kr_abhinav,50,2154,342,571,2129
harshil,61,2156,490,991,2113
Vicennial,107,2100,555,775,2022
sanjeev,30,2006,79,240,1988
aditya1495,47,1958,231,851,1958
AakashHanda,34,1941,93,414,1941
firehawk,23,1934,117,444,1934
vntshh,90,2141,348,934,1933
shubhamgoyal__,89,1987,228,1439,1932
pushpendra1997,89,1922,75,1139,1922
apoorv_kulsh,26,1990,120,562,1899
gaurav708,40,1858,77,133,1856
k_sudharsan,59,1887,46,388,1831
vedaanta,72,1931,74,452,1778
rohitranjan017,36,1771,51,513,1771
killer_bee,40,1812,69,590,1768
haha_akash,9,1846,34,82,1763
Ashutosh_Bang,21,1754,39,212,1754
tanmaysaraswat,14,1754,24,54,1754
arnabsamanta,14,1761,47,458,1727
saksham.tanwar608,22,1708,21,216,1707
timepass,11,1650,7,91,1650
sidprasad,21,1825,47,47,1640
dc99,26,1625,25,283,1625
naruto,19,1781,42,126,1625
sahil23,9,1752,7,55,1615
nkrajesh,35,1626,5,192,1612
Satys,17,1610,3,58,1610
sums77,4,1585,3,10,1585
math_maniac,1,1584,5,3,1584
__inceptor__,6,1662,11,48,1574
chaitan94,24,1729,19,181,1564
namansinghal198,18,1659,33,111,1556
niranjanj,4,1556,9,111,1556
raman,9,1538,21,57,1538
prakharsharma,23,1670,1,47,1525
Mohit_001,35,1556,8,210,1518
priyanshu02,38,1645,13,130,1508
shikhar1154,1,1498,2,7,1498
chaa1,3,1523,8,52,1491
shekhawat714,25,1689,3,162,1479
sandecoder,10,1475,4,102,1468
akgr421,22,1541,8,192,1465
skcs,56,1546,19,315,1461
varun99patil,1,1453,2,1,1453
gi_sha,3,1450,18,329,1450
rishabh05,38,1542,8,177,1436
Rob_TaG,1,1432,6,16,1432
anonymous_devansh,21,1584,14,81,1432
aravindsagar,1,1427,4,1,1427
sahajk2505,24,1473,15,149,1414
bash265,5,1525,4,98,1409
jains8844,8,1428,5,57,1404
Rishabh_Verma,3,1428,23,409,1393
pranshu_,2,1389,4,25,1389
mrigankkrishan,2,1425,2,2,1387
royalyadnesh,32,1591,4,93,1387
mtnshh,6,1430,4,47,1384
DVS96,4,1424,0,28,1382
nityashagrawal,21,1520,8,225,1382
akhatgarh,2,1435,2,2,1366
recoder13,6,1432,5,28,1358
abhisuma,3,1375,4,84,1354
AkashAhirwar,9,1455,5,26,1350
cse160001057,33,1497,19,351,1349
deCryPt,64,1840,38,329,1340
iamaman,3,1428,0,8,1338
Pjain,25,1476,13,125,1324
mohitgoyal,25,1554,1,41,1319
GracefuISage,7,1383,2,85,1316
tayal007,18,1476,31,227,1301
sahilskumar,2,1425,3,41,1300
newcoderin,22,1485,3,413,1296
namarnath1996,3,1400,2,4,1293
shiv4s,2,1406,0,2,1293
dracarys98,3,1394,1,22,1262
HeadHunteR779,4,1433,1,7,1257
wallcrawler,46,1455,27,474,1252
kumar_abd,4,1409,1,6,1243
jainsee24,4,1384,7,31,1229
darshil_babel,10,1455,3,29,1215
vaibhavdalmia,5,1397,1,20,1205
nimxor,66,1691,94,628,1199
Aviator96,6,1407,0,91,1167
nukul430,3,1380,0,17,1164
ishangoel9853,3,1372,2,1,1156
IIT_king,8,1375,2,38,1150
vikky,20,1494,5,68,1147
saurabh1900,5,1408,0,14,1134
krishna_mahesh,9,1409,1,23,984
aditya1701,54,2122,121,428,2122
heello,14,2112,118,207,2112
kaspers,18,2074,53,191,2074
sdnr1,67,2248,202,332,2006
sanyamg123,38,2025,91,178,2000
nishant_coder,38,2064,155,386,1990
shubham1694,67,2073,105,543,1965
shivamd,70,1945,53,374,1945
dreamplay,57,2149,250,467,1930
coolbun,17,1937,31,109,1922
amitrc17,10,1918,26,104,1918
rishabh7699,20,1959,52,247,1909
niti94,16,1902,38,105,1902
sameer47,30,2141,125,153,1875
shubhamgarg1,30,1857,31,77,1857
nakli,12,1851,19,43,1851
Arstine,14,1832,16,255,1832
himanshugupta,43,1885,39,212,1830
gone_girl,56,1858,84,378,1796
Mithrandir_14,23,1862,52,238,1791
sanchit_h,49,1850,33,124,1787
shamitlal_14,63,1781,37,389,1781
sirjan13,20,1776,53,596,1776
subhamdtu,51,1882,38,253,1772
osank,79,1854,12,133,1765
deepankarak,13,1786,57,189,1754
Shreymanik,38,1733,21,244,1733
nishant0208,30,1732,41,387,1732
aman1893,8,1722,7,41,1722
T_BONE_289,18,1716,24,159,1716
cmon_son,14,1746,34,316,1708
hereicomewf,12,1957,75,108,1705
brucewayne123,46,1702,43,349,1702
incarnation,29,1732,42,409,1686
rohanrko96.6,10,1668,5,157,1668
canoodle,39,1660,19,338,1659
abhishekk781,38,1748,27,151,1657
arshu,67,1763,13,235,1648
shreyas14,24,1645,3,71,1645
ishu_05,6,1717,41,314,1633
ayushsinha1996,35,1632,9,357,1632
ka4tik,36,1805,26,139,1626
ujjwal_goel,24,1623,12,88,1623
vabs,27,1733,23,152,1617
vteotia9,31,1607,16,167,1607
cptcharisma,37,1610,3,82,1606
kevin_212,21,1665,4,47,1602
madara,13,1686,13,95,1602
HimJ,65,1756,32,377,1593
i2code,2,1713,1,73,1591
Renegade,27,1663,1,67,1568
al_chemist,12,1611,7,69,1566
darkhorse7,122,1657,21,465,1566
himanshu1595,9,1662,6,25,1563
mg13,26,1646,19,212,1562
abhutani06,19,1580,8,182,1557
ravi_dtu,22,1619,6,92,1543
codezhunter,16,1559,6,45,1540
ahaddce,12,1525,9,45,1525
kapish_04,40,1677,8,128,1523
arjun_9426,51,1592,8,183,1521
mikal09,39,1559,16,158,1519
anmoljain1207,4,1517,8,14,1517
archit_jain08,14,1623,26,157,1512
bluefog,11,1597,8,114,1511
dhruvagga,9,1675,8,56,1508
gautambathla,33,1635,7,197,1507
itsme007,11,1630,1,35,1501
humblefool_2,2,1527,0,43,1490
himanshudtu,24,1645,11,167,1486
pankaj0017,6,1550,7,29,1485
sanskar27jain,7,1484,6,189,1484
teslays7,2,1505,0,12,1484
out_of_the_box,39,1865,16,209,1469
nik1996,33,1546,3,285,1465
Lakh,117,1569,20,745,1464
hemant05,1,1463,1,3,1463
himanshu_yadav,3,1531,3,13,1451
piyushgoel997,33,1602,5,66,1451
parth_coder,18,1512,7,51,1448
jaggi1234,1,1447,2,5,1447
nukex1122,2,1492,2,10,1444
Prashuk156,2,1479,0,19,1442
umangahuja11,21,1490,9,534,1439
akshit95,13,1513,13,153,1433
bansalshruti69,8,1574,9,48,1432
shivr1,9,1458,4,69,1428
alfacc,1,1427,0,6,1427
rahulrawat1210,1,1427,2,111,1427
knb,27,1664,11,123,1426
imreverse,1,1424,4,126,1424
suri97,25,1484,40,308,1423
The_ROCK,15,1681,0,29,1422
adityasingh.1397,72,1674,27,456,1422
code_mukul95,2,1439,0,21,1420
rajatgoyal715,6,1435,2,21,1420
sumitgaurav,1,1420,1,7,1420
sanjay_sb,1,1417,0,2,1417
abj02,1,1415,2,16,1415
vaiku,1,1412,0,14,1412
altair1995,2,1470,0,22,1410
19Weapons,8,1477,5,39,1409
navpreethundal,1,1408,0,3,1408
aneesh_k_14,3,1477,2,19,1407
Abhi405,1,1405,0,2,1405
alpha503,1,1405,2,14,1405
arp95,26,1564,17,178,1405
harsh25.aga,9,1414,4,21,1404
venture_walk,9,1444,6,64,1400
Akshay448,1,1396,3,21,1396
shefali,13,1457,8,130,1395
iam_ss,21,1423,8,176,1394
Risabh_Bhaai4,2,1490,0,18,1392
dushyantashu,18,1502,10,50,1392
adi_gupta,1,1389,0,12,1389
paranoidninja,2,1497,0,41,1388
shubhamcr7,23,1594,0,53,1387
adze,4,1464,0,24,1385
AdityaPareek,1,1382,2,6,1382
anmolss111,7,1409,2,8,1382
jainr7750,1,1382,4,151,1382
radhika15,17,1418,7,17,1380
arpan_jain,1,1377,1,36,1377
adi_malhotra,1,1375,1,99,1375
rl05kr05,6,1427,0,17,1375
Vineet_007,1,1374,1,28,1374
Malonj,1,1373,0,10,1373
Rajatdtucs,1,1373,1,15,1373
rishabh3112,2,1406,0,17,1373
Nitin1184,21,1384,3,69,1366
sanchit3008,7,1401,9,122,1359
monicagangwar,26,1493,10,65,1357
wh1te_whale,24,1502,7,502,1356
Raveesh,14,1417,3,39,1340
entangler,12,1498,4,195,1333
karan096,5,1483,3,26,1332
pranav9413,3,1436,3,5,1323
ashuyadav,4,1436,0,11,1321
Akshit97,4,1497,0,13,1319
aakashsoni1999,3,1460,1,5,1318
aman66778,4,1368,3,32,1314
AnkushK,3,1425,2,27,1313
deepanshu13,4,1437,3,70,1309
void_pointer,5,1405,0,11,1308
Nikhil97,4,1432,7,77,1304
rishabh_mathur999,5,1382,6,61,1302
nitsshukla,7,1437,4,11,1301
ayush27,9,1437,11,343,1298
kushm66,3,1374,1,13,1295
rootedguy24,2,1410,2,90,1294
mittal_sarthak,3,1429,2,17,1287
mehrapiyush1271,2,1395,0,6,1279
VIKRAM91,16,1432,8,79,1272
ss98,2,1374,1,36,1269
nepali_coder,2,1382,3,1,1268
gaurav167,19,1417,2,61,1267
coderboy19,19,1409,0,155,1266
AishwaryaGoel,8,1400,6,64,1261
Hazard10,19,1403,12,601,1253
chromoly,9,1397,1,24,1247
darelover,4,1452,1,14,1247
harshitmadaan,4,1424,2,16,1243
ashok123,16,1441,1,381,1208
rohit666,5,1408,0,6,1207
imthakur,5,1450,2,22,1204
abhijeet_kr,3,1375,0,5,1199
lakshaysinghla,8,1441,2,24,1199
HG9921,3,1392,0,54,1197
RKJ,9,1475,3,36,1195
black_immortal,25,1435,2,60,1179
abhi.rjpt0401,35,1409,1,174,1169
spacewanderer,5,1419,5,36,1159
Gannu_raj,25,1648,4,64,1157
sandeep27,7,1412,1,18,1153
abhinav_b,8,1411,0,124,1150
Deshwal,11,1469,1,276,1149
vaibsharma,16,1370,0,85,1143
Azmuth,7,1412,3,19,1111
anubhakush,7,1426,2,29,1094
ykgcool,4,1378,0,1,1078
ssiddharth3007,8,1372,2,8,1043
spark_in,8,1411,3,31,1030
nreshtpushpan,8,1383,2,50,962
codeforceish,35,1373,5,112,898
ajinkya1p3,129,2207,423,897,2108
aj1729,28,1970,50,191,1970
xproxmess,91,2049,78,690,1911
claw,21,1905,16,45,1905
vadi,58,1893,54,148,1834
bka_hackman,61,1830,41,328,1804
asteri,84,1846,42,446,1742
adi1994,6,1716,10,15,1716
nitksubbu,64,1753,38,318,1711
InnocentFool,58,1780,55,266,1679
abhid95,71,1812,35,396,1676
mnaveenkumar2009,6,1657,19,30,1657
ashish1294,1,1652,43,3,1652
mohitreddy01,21,1629,21,134,1629
ThePlanetPluto,19,1662,21,133,1618
anand16,17,1666,12,52,1592
rcsldav2017,23,1621,15,81,1588
arqum123,11,1584,10,55,1577
Single_Ready_To_Mingle,136,1657,85,656,1563
skrcode,40,1713,16,405,1561
ani310,33,1635,16,70,1553
rakeshpavan333,4,1549,18,46,1549
tusharmakkar08,7,1539,9,27,1539
vaibhav0808,57,1596,23,185,1524
hemanth_269,31,1606,16,116,1520
bobbypt05,19,1505,20,110,1505
yogeshg39,15,1641,31,53,1482
aditya_5558,4,1439,5,16,1439
Hellfire,7,1667,1,15,1425
Sushant94,6,1521,0,32,1419
ani94,1,1414,5,16,1414
kishan73,20,1521,19,27,1413
SanjeevKV,1,1408,3,4,1408
lkcbharath,2,1430,2,53,1394
dhavaljk26,22,1505,14,53,1369
aayush2k11,3,1408,3,27,1349
BlueZ,2,1423,0,2,1336
abhinavpy,2,1413,2,22,1329
medhz,2,1409,1,3,1315
obba,3,1394,6,35,1315
siva2697,10,1489,5,95,1287
Dashan1999,22,1415,10,121,1227
bitshifter,6,1407,2,4,1197
abhishek371,3,1391,1,13,1185
mohdasif2294,4,1409,0,14,1149
shreyanshkumar,5,1416,1,5,1013
pmsh_93,25,1382,0,62,843
killer_god,86,2119,104,292,2108
codesep,77,1906,36,181,1884
Death_Scythe,75,2032,92,235,1825
sousnake,25,1782,20,130,1782
asadthehell,48,1732,50,336,1732
amitj975,14,1713,16,42,1713
sonika,50,1880,125,243,1673
DirtyBit,2,1647,16,3,1647
coderakki,17,1636,15,113,1634
angad_coder,67,1794,41,197,1621
fullbuster,32,1707,29,210,1603
akashiitj,28,1620,17,151,1601
vijay_paliwal,7,1600,19,23,1600
solo19,14,1586,12,102,1586
anant_k_singh,53,1748,19,161,1582
JMS,14,1644,19,48,1575
pankajb23,40,1668,24,306,1548
ykg2910,2,1533,13,54,1533
kushwah_1,35,1666,13,149,1530
vky_garg,7,1525,11,13,1525
Revs,27,1639,22,91,1524
meet_m,17,1585,9,46,1511
palak2612,17,1558,10,62,1498
tyrion,1,1498,9,1,1498
sanjeev1779,76,1769,44,238,1488
rajat_27397,4,1535,14,23,1487
singh_iitian,37,1587,3,150,1480
indra_123,6,1531,19,33,1477
Anurag.1,12,1483,18,73,1476
shubham7iitj,2,1536,1,7,1413
nisu0812,3,1497,3,6,1399
kishan_,9,1454,11,31,1393
credosam,6,1446,8,11,1388
g0liath,12,1545,6,96,1348
keera_77,26,1559,7,69,1329
Wolverine_99,15,1494,4,80,1321
RajatIIT,2,1382,4,5,1277
ug201310033,5,1400,6,18,1258
deesha_chavan,4,1384,3,6,1245
Chakshu_Gupta,4,1425,6,42,1226
bhavsar.1,4,1377,0,4,1182
abhishekSah,12,1385,13,80,1150
Dawny33,10,1402,4,48,1090
rokimkar,12,1404,8,16,965
ShivRam,108,2158,282,766,2104
mbrc,72,2280,468,621,2030
aayush13,47,2102,130,371,2012
shas19,30,2009,45,285,2009
sankalpbihani,7,1920,27,41,1920
harshit_ag456,43,1967,92,264,1918
LORD_tsu__the_IIIrd,35,1898,57,248,1898
diptesh1ce3,27,1890,47,186,1890
ng420,33,1855,52,166,1855
sparshgunner12,52,1925,56,211,1819
ganeshk2,99,1914,80,358,1812
Manan_Master,42,1943,65,244,1807
omirho,13,1805,21,29,1797
swap,31,1920,36,96,1785
abhardwaj1998,28,1780,59,398,1780
architj,55,1777,55,290,1777
iceman_w,12,1767,32,76,1756
shaurya98,19,1742,67,255,1725
ashish11,39,1751,38,234,1724
v_akshay,6,1722,5,139,1722
Vineetmalik14,29,1713,35,132,1713
rakhejaforu.ar,14,1709,12,84,1709
jayantjpr,21,1709,14,49,1704
davinci648,9,1702,11,34,1702
vinitachaudhary,23,1686,15,46,1686
arihantsethia,35,1735,18,108,1680
venkatarun95,3,1721,7,8,1662
MayankGupta,1,1661,2,2,1661
rgex,24,1651,19,99,1651
akanimesh7,26,1641,32,156,1641
ashish2011,41,1699,52,182,1632
kash,24,1628,5,49,1628
shubham_goel99,21,1625,34,285,1625
ghoshsujoyiitg,17,1637,41,149,1621
harshit_26,44,1618,40,220,1618
DhruvAgarwal,19,1612,29,191,1612
SJ151,33,1612,14,331,1612
ayushjain2809,14,1611,19,40,1611
sen23.51D26,19,1661,8,69,1598
the_archer,16,1600,13,38,1596
mitanshu001,22,1602,29,86,1589
kush159,42,1631,20,256,1585
guptautkarsh2512,53,1750,22,177,1581
orlon.,39,1750,57,235,1578
Borncoder,3,1666,7,25,1570
SecretSuperstar,47,1616,83,598,1563
abhiyadav1323,1,1561,3,10,1561
mitansh1398,23,1650,49,97,1547
shubhanshu786,19,1652,7,45,1545
shri3011994,8,1690,9,60,1544
saswata.de000,14,1618,16,26,1534
ar20603,27,1533,21,137,1533
h43k3r,20,1689,23,67,1532
Ricky_29,19,1562,19,188,1527
mind_hunter,14,1560,7,40,1524
niyati_21,2,1508,13,14,1508
hrushikesht,52,1709,61,263,1504
pulkitverma25,3,1539,0,6,1496
AnuragBarfa,27,1503,21,153,1495
seeker,23,1506,4,254,1494
udbhav99,9,1525,23,30,1492
saurabhrai,8,1502,1,25,1483
mihir_yadav,37,1482,25,140,1482
rishi_saraswat,24,1552,12,140,1481
piyushg1411,37,1581,16,170,1473
prerak872,6,1471,2,23,1467
kiba_hanzo,6,1521,0,38,1465
ankit_kal,13,1513,1,58,1459
subhash-saurabh,1,1458,4,2,1458
urstrulymahesh,1,1455,1,3,1455
piyushjain1,38,1504,33,217,1439
agrocks23,38,1581,19,105,1436
souradip_pal,1,1434,0,4,1434
baranwalm,12,1521,11,32,1432
utkarshjain1508,3,1430,5,15,1430
yagyanshbhatia,29,1450,32,232,1429
Suhas23,1,1426,1,10,1426
visitor,9,1524,0,22,1424
noonz_v2,2,1437,3,5,1416
ayushanshul07,18,1429,5,97,1414
tanya9,2,1438,13,9,1411
adarsh_1998,1,1410,0,6,1410
harshit_4567,18,1514,41,103,1410
jagadeesh09,2,1427,0,29,1395
pirate_jack,10,1490,5,19,1395
manas.daruka,3,1433,1,15,1393
rohkmr,1,1387,1,1,1387
Siddharth.Sharma,2,1458,1,66,1386
vinitiitg,1,1385,1,1,1385
sparsh2706,2,1426,2,12,1379
motibaadror,1,1377,1,17,1377
bhuvan1515,10,1472,10,35,1376
tushar05,11,1452,8,191,1370
Reverb,13,1446,13,152,1369
gomchikbhoka,3,1411,10,4,1366
p.abhinav,2,1412,1,17,1363
anpx,6,1423,1,44,1362
nileshmittal16,17,1412,3,34,1362
hiten,8,1512,14,18,1359
itsbnc,2,1450,4,1,1357
Abhishek18,12,1412,8,37,1355
shobhit6993,20,1687,22,48,1351
saiskk,2,1408,2,3,1349
vaibhav0309,2,1429,2,33,1349
